YEAR,YEAR_MONTH,REGION_NAME,BNF_CHEMICAL_SUBSTANCE,ITEMS,COST
2021,202101,EAST OF ENGLAND,Agomelatine,183,7405.37
2021,202101,EAST OF ENGLAND,Amitriptyline hydrochloride,153891,320331.06
2021,202101,EAST OF ENGLAND,Citalopram hydrobromide,163948,219490.05
2021,202101,EAST OF ENGLAND,Citalopram hydrochloride,752,12357.66
2021,202101,EAST OF ENGLAND,Clomipramine hydrochloride,2824,22170.92
2021,202101,EAST OF ENGLAND,Dosulepin hydrochloride,5046,63281.64
2021,202101,EAST OF ENGLAND,Doxepin,208,39994.42
2021,202101,EAST OF ENGLAND,Duloxetine hydrochloride,24974,99140.14
2021,202101,EAST OF ENGLAND,Escitalopram,13296,29774.76
2021,202101,EAST OF ENGLAND,Fluoxetine hydrochloride,66907,264494.32
2021,202101,EAST OF ENGLAND,,1834,5073.57
2021,202101,EAST OF ENGLAND,Fluvoxamine maleate,243,4974.6
2021,202101,EAST OF ENGLAND,Imipramine hydrochloride,1295,23005.0
2021,202101,EAST OF ENGLAND,Isocarboxazid,19,7861.61
2021,202101,EAST OF ENGLAND,Lofepramine hydrochloride,1343,27364.92
2021,202101,EAST OF ENGLAND,Mirtazapine,91413,242927.38
2021,202101,EAST OF ENGLAND,Moclobemide,76,2930.54
2021,202101,EAST OF ENGLAND,Nortriptyline,7484,34386.51
2021,202101,EAST OF ENGLAND,Paroxetine hydrochloride,13452,48123.74
2021,202101,EAST OF ENGLAND,Phenelzine sulfate,60,21873.21
2021,202101,EAST OF ENGLAND,Reboxetine,192,3316.71
2021,202101,EAST OF ENGLAND,Sertraline hydrochloride,178683,1338729.74
2021,202101,EAST OF ENGLAND,Tranylcypromine sulfate,39,28676.72
2021,202101,EAST OF ENGLAND,Trazodone hydrochloride,7470,37120.73
2021,202101,EAST OF ENGLAND,Trimipramine maleate,229,89298.69
2021,202101,EAST OF ENGLAND,Tryptophan,6,1048.78
2021,202101,EAST OF ENGLAND,Venlafaxine,58403,357491.79
2021,202101,EAST OF ENGLAND,Vortioxetine,2196,53358.03
2021,202101,LONDON,Agomelatine,411,18227.63
2021,202101,LONDON,Amitriptyline hydrochloride,114408,225147.44
2021,202101,LONDON,Citalopram hydrobromide,122054,177399.39
2021,202101,LONDON,Citalopram hydrochloride,436,8207.2
2021,202101,LONDON,Clomipramine hydrochloride,1865,17575.23
2021,202101,LONDON,Dosulepin hydrochloride,3571,48984.72
2021,202101,LONDON,Doxepin,201,36514.24
2021,202101,LONDON,Duloxetine hydrochloride,21658,80855.6
2021,202101,LONDON,Escitalopram,14182,38650.67
2021,202101,LONDON,Fluoxetine hydrochloride,54188,218347.97
2021,202101,LONDON,Flupentixol hydrochloride,873,2368.42
2021,202101,LONDON,Fluvoxamine maleate,290,7157.87
2021,202101,LONDON,Imipramine hydrochloride,977,16876.98
2021,202101,LONDON,Isocarboxazid,22,3184.66
2021,202101,LONDON,Lofepramine hydrochloride,1337,24438.97
2021,202101,LONDON,Mianserin hydrochloride,2,131.52
2021,202101,LONDON,Mirtazapine,101730,251534.15
2021,202101,LONDON,Moclobemide,89,3098.31
2021,202101,LONDON,Nefazodone hydrochloride,2,1372.08
2021,202101,LONDON,Nortriptyline,6672,26442.03
2021,202101,LONDON,Oxitriptan,4,108.76
2021,202101,LONDON,Paroxetine hydrochloride,12335,42443.86
2021,202101,LONDON,Phenelzine sulfate,36,17849.75
2021,202101,LONDON,Reboxetine,171,3116.0
2021,202101,LONDON,Sertraline hydrochloride,171000,1367616.91
2021,202101,LONDON,Tranylcypromine sulfate,70,77731.71
2021,202101,LONDON,Trazodone hydrochloride,5669,26768.84
2021,202101,LONDON,Trimipramine maleate,303,131209.27
2021,202101,LONDON,Tryptophan,26,1288.88
2021,202101,LONDON,Venlafaxine,41526,283107.51
2021,202101,LONDON,Vortioxetine,1913,47907.09
2021,202101,MIDLANDS,Agomelatine,252,12344.56
2021,202101,MIDLANDS,Amitriptyline hydrochloride,236836,510165.61
2021,202101,MIDLANDS,Citalopram hydrobromide,227899,328707.18
2021,202101,MIDLANDS,Citalopram hydrochloride,1178,18351.54
2021,202101,MIDLANDS,Clomipramine hydrochloride,3276,30889.39
2021,202101,MIDLANDS,Dosulepin hydrochloride,7480,106914.81
2021,202101,MIDLANDS,Doxepin,305,56639.74
2021,202101,MIDLANDS,Duloxetine hydrochloride,47254,201842.88
2021,202101,MIDLANDS,Escitalopram,21847,48744.8
2021,202101,MIDLANDS,Fluoxetine hydrochloride,113743,406436.98
2021,202101,MIDLANDS,Flupentixol hydrochloride,2508,7645.5
2021,202101,MIDLANDS,Fluvoxamine maleate,346,7197.42
2021,202101,MIDLANDS,Imipramine hydrochloride,2172,40916.33
2021,202101,MIDLANDS,Isocarboxazid,27,8165.93
2021,202101,MIDLANDS,Lofepramine hydrochloride,2838,62509.37
2021,202101,MIDLANDS,Mianserin hydrochloride,2,117.42
2021,202101,MIDLANDS,Mirtazapine,153325,429412.4
2021,202101,MIDLANDS,Moclobemide,119,4149.14
2021,202101,MIDLANDS,Nefazodone hydrochloride,1,1226.43
2021,202101,MIDLANDS,Nortriptyline,10042,48784.69
2021,202101,MIDLANDS,Oxitriptan,5,124.43
2021,202101,MIDLANDS,Paroxetine hydrochloride,19861,71841.76
2021,202101,MIDLANDS,Phenelzine sulfate,30,12843.67
2021,202101,MIDLANDS,Reboxetine,301,5343.04
2021,202101,MIDLANDS,Sertraline hydrochloride,304951,2424080.01
2021,202101,MIDLANDS,Tranylcypromine sulfate,63,60662.27
2021,202101,MIDLANDS,Trazodone hydrochloride,11342,58772.93
2021,202101,MIDLANDS,Trimipramine maleate,250,94443.62
2021,202101,MIDLANDS,Tryptophan,19,1448.98
2021,202101,MIDLANDS,Venlafaxine,77381,548586.58
2021,202101,MIDLANDS,Vortioxetine,3763,89296.02
2021,202101,NORTH EAST AND YORKSHIRE,Agomelatine,366,11183.06
2021,202101,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,269530,536414.74
2021,202101,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,223952,301568.79
2021,202101,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,836,13106.58
2021,202101,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3563,28647.08
2021,202101,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,6816,83425.98
2021,202101,NORTH EAST AND YORKSHIRE,Doxepin,406,77762.29
2021,202101,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,58691,210245.52
2021,202101,NORTH EAST AND YORKSHIRE,Escitalopram,18706,39876.91
2021,202101,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,148160,421603.33
2021,202101,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2431,6086.52
2021,202101,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,339,6662.87
2021,202101,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,2037,33432.56
2021,202101,NORTH EAST AND YORKSHIRE,Isocarboxazid,10,3384.76
2021,202101,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3283,60640.93
2021,202101,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,2,175.8
2021,202101,NORTH EAST AND YORKSHIRE,Mirtazapine,196169,463131.16
2021,202101,NORTH EAST AND YORKSHIRE,Moclobemide,110,4102.16
2021,202101,NORTH EAST AND YORKSHIRE,Nortriptyline,10815,43333.4
2021,202101,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,20674,63693.59
2021,202101,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,54,21070.66
2021,202101,NORTH EAST AND YORKSHIRE,Reboxetine,473,6843.37
2021,202101,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,346169,2521944.0
2021,202101,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,47,49081.33
2021,202101,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,38345,124244.11
2021,202101,NORTH EAST AND YORKSHIRE,Trimipramine maleate,312,100377.45
2021,202101,NORTH EAST AND YORKSHIRE,Tryptophan,29,993.3
2021,202101,NORTH EAST AND YORKSHIRE,Venlafaxine,73393,454733.32
2021,202101,NORTH EAST AND YORKSHIRE,Vortioxetine,2959,54213.39
2021,202101,NORTH WEST,Agomelatine,119,4783.72
2021,202101,NORTH WEST,Amitriptyline hydrochloride,162484,345788.99
2021,202101,NORTH WEST,Citalopram hydrobromide,156154,216289.54
2021,202101,NORTH WEST,Citalopram hydrochloride,792,12229.02
2021,202101,NORTH WEST,Clomipramine hydrochloride,2924,27193.54
2021,202101,NORTH WEST,Dosulepin hydrochloride,5689,82682.3
2021,202101,NORTH WEST,Doxepin,202,41340.87
2021,202101,NORTH WEST,Duloxetine hydrochloride,41061,167601.6
2021,202101,NORTH WEST,Escitalopram,15677,35882.58
2021,202101,NORTH WEST,Fluoxetine hydrochloride,85522,285054.12
2021,202101,NORTH WEST,Flupentixol hydrochloride,1460,4505.05
2021,202101,NORTH WEST,Fluvoxamine maleate,225,4565.5
2021,202101,NORTH WEST,Imipramine hydrochloride,1129,21241.41
2021,202101,NORTH WEST,Isocarboxazid,2,700.3
2021,202101,NORTH WEST,Lofepramine hydrochloride,1421,29639.89
2021,202101,NORTH WEST,Mirtazapine,158380,403562.81
2021,202101,NORTH WEST,Moclobemide,82,3229.77
2021,202101,NORTH WEST,Nefazodone hydrochloride,1,1001.0
2021,202101,NORTH WEST,Nortriptyline,10609,48745.31
2021,202101,NORTH WEST,Paroxetine hydrochloride,16636,55107.64
2021,202101,NORTH WEST,Phenelzine sulfate,32,9615.54
2021,202101,NORTH WEST,Reboxetine,288,4831.26
2021,202101,NORTH WEST,Sertraline hydrochloride,257334,1939567.96
2021,202101,NORTH WEST,Tranylcypromine sulfate,19,25354.72
2021,202101,NORTH WEST,Trazodone hydrochloride,15127,82441.18
2021,202101,NORTH WEST,Trimipramine maleate,172,66516.4
2021,202101,NORTH WEST,Tryptophan,7,864.83
2021,202101,NORTH WEST,Venlafaxine,67854,459674.6
2021,202101,NORTH WEST,Vortioxetine,2561,55217.25
2021,202101,SOUTH EAST,Agomelatine,549,23628.63
2021,202101,SOUTH EAST,Amitriptyline hydrochloride,146976,356094.7
2021,202101,SOUTH EAST,Citalopram hydrobromide,160242,252123.94
2021,202101,SOUTH EAST,Citalopram hydrochloride,944,15211.8
2021,202101,SOUTH EAST,Clomipramine hydrochloride,2492,25477.15
2021,202101,SOUTH EAST,Dosulepin hydrochloride,5407,75148.59
2021,202101,SOUTH EAST,Doxepin,193,50635.89
2021,202101,SOUTH EAST,Duloxetine hydrochloride,32290,148105.36
2021,202101,SOUTH EAST,Escitalopram,24065,59778.77
2021,202101,SOUTH EAST,Fluoxetine hydrochloride,73874,302055.71
2021,202101,SOUTH EAST,Flupentixol hydrochloride,1269,3957.1
2021,202101,SOUTH EAST,Fluvoxamine maleate,266,6059.53
2021,202101,SOUTH EAST,Imipramine hydrochloride,1802,32029.95
2021,202101,SOUTH EAST,Isocarboxazid,14,5981.67
2021,202101,SOUTH EAST,Lofepramine hydrochloride,1298,28289.75
2021,202101,SOUTH EAST,Mirtazapine,113267,329023.64
2021,202101,SOUTH EAST,Moclobemide,105,5006.16
2021,202101,SOUTH EAST,Nefazodone hydrochloride,1,966.48
2021,202101,SOUTH EAST,Nortriptyline,8642,44795.65
2021,202101,SOUTH EAST,Oxitriptan,3,1046.44
2021,202101,SOUTH EAST,Paroxetine hydrochloride,13411,54175.99
2021,202101,SOUTH EAST,Phenelzine sulfate,92,54038.53
2021,202101,SOUTH EAST,Reboxetine,227,4694.73
2021,202101,SOUTH EAST,Sertraline hydrochloride,209209,1816988.59
2021,202101,SOUTH EAST,Tranylcypromine sulfate,138,107471.95
2021,202101,SOUTH EAST,Trazodone hydrochloride,13182,73743.05
2021,202101,SOUTH EAST,Trimipramine maleate,396,163336.77
2021,202101,SOUTH EAST,Tryptophan,8,1036.01
2021,202101,SOUTH EAST,Venlafaxine,57860,461929.25
2021,202101,SOUTH EAST,Vortioxetine,4191,104325.21
2021,202101,SOUTH WEST,Agomelatine,195,8816.06
2021,202101,SOUTH WEST,Amitriptyline hydrochloride,135485,307900.77
2021,202101,SOUTH WEST,Citalopram hydrobromide,123606,184703.97
2021,202101,SOUTH WEST,Citalopram hydrochloride,558,9060.3
2021,202101,SOUTH WEST,Clomipramine hydrochloride,1760,16608.58
2021,202101,SOUTH WEST,Dosulepin hydrochloride,3905,53729.63
2021,202101,SOUTH WEST,Doxepin,215,38146.05
2021,202101,SOUTH WEST,Duloxetine hydrochloride,24793,101563.25
2021,202101,SOUTH WEST,Escitalopram,11969,28670.41
2021,202101,SOUTH WEST,Fluoxetine hydrochloride,54328,186388.65
2021,202101,SOUTH WEST,Flupentixol hydrochloride,1063,3269.99
2021,202101,SOUTH WEST,Fluvoxamine maleate,187,4045.12
2021,202101,SOUTH WEST,Imipramine hydrochloride,1183,18676.67
2021,202101,SOUTH WEST,Isocarboxazid,38,9249.73
2021,202101,SOUTH WEST,Lofepramine hydrochloride,1320,28017.96
2021,202101,SOUTH WEST,Mianserin hydrochloride,5,416.31
2021,202101,SOUTH WEST,Mirtazapine,95801,260439.36
2021,202101,SOUTH WEST,Moclobemide,102,3127.16
2021,202101,SOUTH WEST,Nefazodone hydrochloride,1,174.51
2021,202101,SOUTH WEST,Nortriptyline,5071,22399.39
2021,202101,SOUTH WEST,Paroxetine hydrochloride,10242,37993.95
2021,202101,SOUTH WEST,Phenelzine sulfate,46,16075.4
2021,202101,SOUTH WEST,Reboxetine,232,4069.45
2021,202101,SOUTH WEST,Sertraline hydrochloride,152919,1230362.19
2021,202101,SOUTH WEST,Tranylcypromine sulfate,75,84507.03
2021,202101,SOUTH WEST,Trazodone hydrochloride,8913,40457.84
2021,202101,SOUTH WEST,Trimipramine maleate,152,63573.18
2021,202101,SOUTH WEST,Tryptophan,5,280.0
2021,202101,SOUTH WEST,Venlafaxine,47441,328977.54
2021,202101,SOUTH WEST,Vortioxetine,1039,24740.1
2021,202102,EAST OF ENGLAND,Agomelatine,162,6539.38
2021,202102,EAST OF ENGLAND,Amitriptyline hydrochloride,144313,300803.1
2021,202102,EAST OF ENGLAND,Citalopram hydrobromide,152267,203475.57
2021,202102,EAST OF ENGLAND,Citalopram hydrochloride,699,11127.86
2021,202102,EAST OF ENGLAND,Clomipramine hydrochloride,2697,20643.19
2021,202102,EAST OF ENGLAND,Dosulepin hydrochloride,4661,57293.86
2021,202102,EAST OF ENGLAND,Doxepin,186,33612.64
2021,202102,EAST OF ENGLAND,Duloxetine hydrochloride,23484,90676.49
2021,202102,EAST OF ENGLAND,Escitalopram,12485,28119.11
2021,202102,EAST OF ENGLAND,Fluoxetine hydrochloride,62087,246377.16
2021,202102,EAST OF ENGLAND,Flupentixol hydrochloride,1679,4726.81
2021,202102,EAST OF ENGLAND,Fluvoxamine maleate,235,4553.71
2021,202102,EAST OF ENGLAND,Imipramine hydrochloride,1139,19029.78
2021,202102,EAST OF ENGLAND,Isocarboxazid,21,8678.62
2021,202102,EAST OF ENGLAND,Lofepramine hydrochloride,1253,24268.45
2021,202102,EAST OF ENGLAND,Mianserin hydrochloride,1,68.88
2021,202102,EAST OF ENGLAND,Mirtazapine,85728,227344.76
2021,202102,EAST OF ENGLAND,Moclobemide,76,2827.83
2021,202102,EAST OF ENGLAND,Nortriptyline,6956,32016.62
2021,202102,EAST OF ENGLAND,Paroxetine hydrochloride,12414,43744.72
2021,202102,EAST OF ENGLAND,Phenelzine sulfate,54,31793.51
2021,202102,EAST OF ENGLAND,Reboxetine,172,3123.82
2021,202102,EAST OF ENGLAND,Sertraline hydrochloride,167064,1246579.12
2021,202102,EAST OF ENGLAND,Tranylcypromine sulfate,35,25705.79
2021,202102,EAST OF ENGLAND,Trazodone hydrochloride,7020,36331.95
2021,202102,EAST OF ENGLAND,Trimipramine maleate,213,83624.87
2021,202102,EAST OF ENGLAND,Tryptophan,5,1228.02
2021,202102,EAST OF ENGLAND,Venlafaxine,54808,333602.07
2021,202102,EAST OF ENGLAND,Vortioxetine,2156,52364.07
2021,202102,LONDON,Agomelatine,378,16542.1
2021,202102,LONDON,Amitriptyline hydrochloride,109338,214382.83
2021,202102,LONDON,Citalopram hydrobromide,116029,167875.95
2021,202102,LONDON,Citalopram hydrochloride,396,7208.78
2021,202102,LONDON,Clomipramine hydrochloride,1767,17080.93
2021,202102,LONDON,Dosulepin hydrochloride,3276,45000.13
2021,202102,LONDON,Doxepin,192,40087.75
2021,202102,LONDON,Duloxetine hydrochloride,21294,76557.77
2021,202102,LONDON,Escitalopram,13731,37158.7
2021,202102,LONDON,Fluoxetine hydrochloride,52430,217031.97
2021,202102,LONDON,Flupentixol hydrochloride,804,2343.2
2021,202102,LONDON,Fluvoxamine maleate,289,6817.72
2021,202102,LONDON,Imipramine hydrochloride,907,17030.91
2021,202102,LONDON,,16,5852.45
2021,202102,LONDON,Lofepramine hydrochloride,1172,22355.92
2021,202102,LONDON,Mianserin hydrochloride,2,68.88
2021,202102,LONDON,Mirtazapine,96860,239933.07
2021,202102,LONDON,Moclobemide,101,3284.38
2021,202102,LONDON,Nefazodone hydrochloride,2,1855.84
2021,202102,LONDON,Nortriptyline,6540,25344.13
2021,202102,LONDON,Oxitriptan,2,68.63
2021,202102,LONDON,Paroxetine hydrochloride,11777,41770.78
2021,202102,LONDON,Phenelzine sulfate,42,23272.3
2021,202102,LONDON,Reboxetine,177,2851.17
2021,202102,LONDON,Sertraline hydrochloride,164843,1312193.24
2021,202102,LONDON,Tranylcypromine sulfate,57,63128.5
2021,202102,LONDON,Trazodone hydrochloride,5494,25712.21
2021,202102,LONDON,Trimipramine maleate,309,126219.67
2021,202102,LONDON,Tryptophan,13,1927.78
2021,202102,LONDON,Venlafaxine,39962,272509.88
2021,202102,LONDON,Vortioxetine,1802,45281.61
2021,202102,MIDLANDS,Agomelatine,240,11323.41
2021,202102,MIDLANDS,Amitriptyline hydrochloride,223400,481336.83
2021,202102,MIDLANDS,Citalopram hydrobromide,212742,305545.43
2021,202102,MIDLANDS,Citalopram hydrochloride,1088,16791.84
2021,202102,MIDLANDS,Clomipramine hydrochloride,3086,29755.92
2021,202102,MIDLANDS,Dosulepin hydrochloride,7034,101293.5
2021,202102,MIDLANDS,Doxepin,277,53551.0
2021,202102,MIDLANDS,Duloxetine hydrochloride,45081,183854.59
2021,202102,MIDLANDS,Escitalopram,20469,45558.0
2021,202102,MIDLANDS,Fluoxetine hydrochloride,106630,381088.66
2021,202102,MIDLANDS,Flupentixol hydrochloride,2250,6535.43
2021,202102,MIDLANDS,Fluvoxamine maleate,365,7322.63
2021,202102,MIDLANDS,Imipramine hydrochloride,2019,37962.65
2021,202102,MIDLANDS,Isocarboxazid,36,9274.75
2021,202102,MIDLANDS,Lofepramine hydrochloride,2609,56148.08
2021,202102,MIDLANDS,Mianserin hydrochloride,3,159.72
2021,202102,MIDLANDS,Mirtazapine,146547,407347.21
2021,202102,MIDLANDS,Moclobemide,97,3710.35
2021,202102,MIDLANDS,Nefazodone hydrochloride,2,688.39
2021,202102,MIDLANDS,Nortriptyline,9532,47233.9
2021,202102,MIDLANDS,Oxitriptan,2,43.95
2021,202102,MIDLANDS,Paroxetine hydrochloride,18638,67922.83
2021,202102,MIDLANDS,Phenelzine sulfate,31,14627.23
2021,202102,MIDLANDS,Reboxetine,283,4931.73
2021,202102,MIDLANDS,Sertraline hydrochloride,287545,2275215.94
2021,202102,MIDLANDS,Tranylcypromine sulfate,54,53476.94
2021,202102,MIDLANDS,Trazodone hydrochloride,10989,57584.85
2021,202102,MIDLANDS,Trimipramine maleate,238,97613.95
2021,202102,MIDLANDS,Tryptophan,18,882.5
2021,202102,MIDLANDS,Venlafaxine,73743,522975.64
2021,202102,MIDLANDS,Vortioxetine,3431,82151.19
2021,202102,NORTH EAST AND YORKSHIRE,Agomelatine,344,10751.56
2021,202102,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,256402,506440.83
2021,202102,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,210173,281671.17
2021,202102,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,781,12730.14
2021,202102,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3448,27837.86
2021,202102,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,6507,80324.88
2021,202102,NORTH EAST AND YORKSHIRE,Doxepin,395,72290.27
2021,202102,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,56505,193841.45
2021,202102,NORTH EAST AND YORKSHIRE,Escitalopram,17664,38327.65
2021,202102,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,139385,399354.99
2021,202102,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2257,5675.95
2021,202102,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,333,6481.99
2021,202102,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1956,31503.47
2021,202102,NORTH EAST AND YORKSHIRE,Isocarboxazid,10,4201.76
2021,202102,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3208,59527.36
2021,202102,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,1,28.2
2021,202102,NORTH EAST AND YORKSHIRE,Mirtazapine,186442,440263.27
2021,202102,NORTH EAST AND YORKSHIRE,Moclobemide,89,3776.41
2021,202102,NORTH EAST AND YORKSHIRE,Nortriptyline,10301,39391.38
2021,202102,NORTH EAST AND YORKSHIRE,Oxitriptan,1,1.1
2021,202102,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,19502,60513.69
2021,202102,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,51,19574.48
2021,202102,NORTH EAST AND YORKSHIRE,Reboxetine,466,6675.68
2021,202102,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,328345,2384840.28
2021,202102,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,43,43981.37
2021,202102,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,36440,121752.79
2021,202102,NORTH EAST AND YORKSHIRE,Trimipramine maleate,304,94682.4
2021,202102,NORTH EAST AND YORKSHIRE,Tryptophan,23,1235.73
2021,202102,NORTH EAST AND YORKSHIRE,Venlafaxine,69792,432490.63
2021,202102,NORTH EAST AND YORKSHIRE,Vortioxetine,2853,52384.86
2021,202102,NORTH WEST,Agomelatine,123,4704.57
2021,202102,NORTH WEST,Amitriptyline hydrochloride,155160,330945.15
2021,202102,NORTH WEST,Citalopram hydrobromide,147399,203167.81
2021,202102,NORTH WEST,Citalopram hydrochloride,736,11600.46
2021,202102,NORTH WEST,Clomipramine hydrochloride,2832,25819.2
2021,202102,NORTH WEST,Dosulepin hydrochloride,5296,75536.63
2021,202102,NORTH WEST,Doxepin,200,45714.55
2021,202102,NORTH WEST,Duloxetine hydrochloride,39510,152164.34
2021,202102,NORTH WEST,Escitalopram,15148,34456.62
2021,202102,NORTH WEST,Fluoxetine hydrochloride,80671,277771.79
2021,202102,NORTH WEST,Flupentixol hydrochloride,1329,4015.38
2021,202102,NORTH WEST,Fluvoxamine maleate,210,3990.84
2021,202102,NORTH WEST,Imipramine hydrochloride,1070,18518.76
2021,202102,NORTH WEST,Isocarboxazid,5,3034.6
2021,202102,NORTH WEST,Lofepramine hydrochloride,1397,29182.64
2021,202102,NORTH WEST,Mianserin hydrochloride,3,85.44
2021,202102,NORTH WEST,Mirtazapine,151274,381703.36
2021,202102,NORTH WEST,Moclobemide,75,2989.31
2021,202102,NORTH WEST,Nefazodone hydrochloride,2,1016.88
2021,202102,NORTH WEST,Nortriptyline,10152,45991.6
2021,202102,NORTH WEST,Paroxetine hydrochloride,15536,50777.5
2021,202102,NORTH WEST,Phenelzine sulfate,39,13990.6
2021,202102,NORTH WEST,Reboxetine,274,4325.12
2021,202102,NORTH WEST,Sertraline hydrochloride,243629,1826536.26
2021,202102,NORTH WEST,Tranylcypromine sulfate,16,25934.41
2021,202102,NORTH WEST,Trazodone hydrochloride,14402,80054.83
2021,202102,NORTH WEST,Trimipramine maleate,165,67911.61
2021,202102,NORTH WEST,Tryptophan,6,630.97
2021,202102,NORTH WEST,Venlafaxine,64286,437413.05
2021,202102,NORTH WEST,Vortioxetine,2519,52575.93
2021,202102,SOUTH EAST,Agomelatine,541,22219.21
2021,202102,SOUTH EAST,Amitriptyline hydrochloride,138606,333084.75
2021,202102,SOUTH EAST,Citalopram hydrobromide,148330,230963.44
2021,202102,SOUTH EAST,Citalopram hydrochloride,862,13609.62
2021,202102,SOUTH EAST,Clomipramine hydrochloride,2323,22486.05
2021,202102,SOUTH EAST,Dosulepin hydrochloride,5004,70273.26
2021,202102,SOUTH EAST,Doxepin,185,44758.11
2021,202102,SOUTH EAST,Duloxetine hydrochloride,30660,134632.81
2021,202102,SOUTH EAST,Escitalopram,22845,55812.64
2021,202102,SOUTH EAST,Fluoxetine hydrochloride,69028,283172.34
2021,202102,SOUTH EAST,Flupentixol hydrochloride,1193,3703.42
2021,202102,SOUTH EAST,Fluvoxamine maleate,266,6321.26
2021,202102,SOUTH EAST,Imipramine hydrochloride,1640,29047.83
2021,202102,SOUTH EAST,Isocarboxazid,14,7732.39
2021,202102,SOUTH EAST,Lofepramine hydrochloride,1213,27469.57
2021,202102,SOUTH EAST,Mianserin hydrochloride,3,765.06
2021,202102,SOUTH EAST,Mirtazapine,106889,307017.69
2021,202102,SOUTH EAST,Moclobemide,96,3955.86
2021,202102,SOUTH EAST,Nortriptyline,8300,40407.45
2021,202102,SOUTH EAST,Paroxetine hydrochloride,12571,50360.46
2021,202102,SOUTH EAST,Phenelzine sulfate,58,50553.77
2021,202102,SOUTH EAST,Reboxetine,215,4238.33
2021,202102,SOUTH EAST,Sertraline hydrochloride,197016,1698305.04
2021,202102,SOUTH EAST,Tranylcypromine sulfate,105,129314.81
2021,202102,SOUTH EAST,Trazodone hydrochloride,12324,66924.16
2021,202102,SOUTH EAST,Trimipramine maleate,358,150651.59
2021,202102,SOUTH EAST,Tryptophan,4,310.07
2021,202102,SOUTH EAST,Venlafaxine,54196,427955.49
2021,202102,SOUTH EAST,Vortioxetine,4081,101518.56
2021,202102,SOUTH WEST,Agomelatine,184,8134.69
2021,202102,SOUTH WEST,Amitriptyline hydrochloride,126952,286394.01
2021,202102,SOUTH WEST,Citalopram hydrobromide,114912,170493.86
2021,202102,SOUTH WEST,Citalopram hydrochloride,506,8080.16
2021,202102,SOUTH WEST,Clomipramine hydrochloride,1651,16221.15
2021,202102,SOUTH WEST,Dosulepin hydrochloride,3676,48685.3
2021,202102,SOUTH WEST,Doxepin,203,40134.5
2021,202102,SOUTH WEST,Duloxetine hydrochloride,23284,90564.07
2021,202102,SOUTH WEST,Escitalopram,11067,26104.08
2021,202102,SOUTH WEST,Fluoxetine hydrochloride,50566,178817.57
2021,202102,SOUTH WEST,Flupentixol hydrochloride,954,3001.98
2021,202102,SOUTH WEST,Fluvoxamine maleate,162,3711.02
2021,202102,SOUTH WEST,Imipramine hydrochloride,1046,15751.73
2021,202102,SOUTH WEST,Isocarboxazid,42,8456.24
2021,202102,SOUTH WEST,Lofepramine hydrochloride,1329,27348.69
2021,202102,SOUTH WEST,Mianserin hydrochloride,1,137.76
2021,202102,SOUTH WEST,Mirtazapine,91154,245611.27
2021,202102,SOUTH WEST,Moclobemide,71,1766.89
2021,202102,SOUTH WEST,Nortriptyline,4764,21621.92
2021,202102,SOUTH WEST,Paroxetine hydrochloride,9465,35056.67
2021,202102,SOUTH WEST,Phenelzine sulfate,40,14812.12
2021,202102,SOUTH WEST,Reboxetine,221,3735.33
2021,202102,SOUTH WEST,Sertraline hydrochloride,142307,1139597.68
