YEAR,YEAR_MONTH,REGION_NAME,BNF_CHEMICAL_SUBSTANCE,ITEMS,COST
2021,202106,SOUTH WEST,Dosulepin hydrochloride,3867,54019.28
2021,202106,SOUTH WEST,Doxepin,235,45416.5
2021,202106,SOUTH WEST,Duloxetine hydrochloride,26520,116884.22
2021,202106,SOUTH WEST,Escitalopram,12742,27714.96
2021,202106,SOUTH WEST,Fluoxetine hydrochloride,55531,202277.9
2021,202106,SOUTH WEST,Flupentixol hydrochloride,1056,3278.56
2021,202106,SOUTH WEST,Fluvoxamine maleate,155,3415.19
2021,202106,SOUTH WEST,Imipramine hydrochloride,1219,20565.01
2021,202106,SOUTH WEST,Isocarboxazid,37,8648.21
2021,202106,SOUTH WEST,Lofepramine hydrochloride,1408,28909.79
2021,202106,SOUTH WEST,Mianserin hydrochloride,7,552.18
2021,202106,SOUTH WEST,Mirtazapine,99459,221055.36
2021,202106,SOUTH WEST,Moclobemide,71,2290.75
2021,202106,SOUTH WEST,Nortriptyline,5512,22783.49
2021,202106,SOUTH WEST,Paroxetine hydrochloride,10363,38436.86
2021,202106,SOUTH WEST,Phenelzine sulfate,47,17946.11
2021,202106,SOUTH WEST,Reboxetine,254,4190.72
2021,202106,SOUTH WEST,Sertraline hydrochloride,158131,699856.99
2021,202106,SOUTH WEST,Tranylcypromine sulfate,65,88840.87
2021,202106,SOUTH WEST,Trazodone hydrochloride,8991,39674.79
2021,202106,SOUTH WEST,Trimipramine maleate,155,67597.89
2021,202106,SOUTH WEST,Tryptophan,14,764.33
2021,202106,SOUTH WEST,Venlafaxine,48791,322677.88
2021,202106,SOUTH WEST,Vortioxetine,1215,28945.62
2021,202107,EAST OF ENGLAND,Agomelatine,170,5575.46
2021,202107,EAST OF ENGLAND,Amitriptyline hydrochloride,159063,299067.49
2021,202107,EAST OF ENGLAND,Citalopram hydrobromide,166683,182963.44
2021,202107,EAST OF ENGLAND,Citalopram hydrochloride,764,10286.79
2021,202107,EAST OF ENGLAND,Clomipramine hydrochloride,2839,20016.79
2021,202107,EAST OF ENGLAND,Dosulepin hydrochloride,4865,54029.82
2021,202107,EAST OF ENGLAND,Doxepin,197,38830.1
2021,202107,EAST OF ENGLAND,Duloxetine hydrochloride,27002,98508.64
2021,202107,EAST OF ENGLAND,Escitalopram,14593,26688.9
2021,202107,EAST OF ENGLAND,Fluoxetine hydrochloride,68776,244423.56
2021,202107,EAST OF ENGLAND,Flupentixol hydrochloride,1738,4888.88
2021,202107,EAST OF ENGLAND,Fluvoxamine maleate,255,5093.75
2021,202107,EAST OF ENGLAND,Imipramine hydrochloride,1239,18757.56
2021,202107,EAST OF ENGLAND,Isocarboxazid,23,8473.85
2021,202107,EAST OF ENGLAND,Lofepramine hydrochloride,1383,22782.33
2021,202107,EAST OF ENGLAND,Mianserin hydrochloride,7,236.87
2021,202107,EAST OF ENGLAND,Mirtazapine,94345,161691.12
2021,202107,EAST OF ENGLAND,Moclobemide,75,2777.47
2021,202107,EAST OF ENGLAND,Nortriptyline,8075,31836.62
2021,202107,EAST OF ENGLAND,Paroxetine hydrochloride,13816,41952.64
2021,202107,EAST OF ENGLAND,Phenelzine sulfate,82,36066.56
2021,202107,EAST OF ENGLAND,Reboxetine,214,3736.43
2021,202107,EAST OF ENGLAND,Sertraline hydrochloride,188662,609816.16
2021,202107,EAST OF ENGLAND,Tranylcypromine sulfate,46,37348.09
2021,202107,EAST OF ENGLAND,Trazodone hydrochloride,7883,35633.98
2021,202107,EAST OF ENGLAND,Trimipramine maleate,220,86304.88
2021,202107,EAST OF ENGLAND,Tryptophan,6,1712.78
2021,202107,EAST OF ENGLAND,Venlafaxine,60885,352326.4
2021,202107,EAST OF ENGLAND,Vortioxetine,2477,59810.85
2021,202107,LONDON,Agomelatine,433,14138.38
2021,202107,LONDON,Amitriptyline hydrochloride,120584,215560.59
2021,202107,LONDON,Citalopram hydrobromide,128825,152949.91
2021,202107,LONDON,Citalopram hydrochloride,441,6119.34
2021,202107,LONDON,Clomipramine hydrochloride,1952,15828.5
2021,202107,LONDON,Dosulepin hydrochloride,3522,42853.21
2021,202107,LONDON,Doxepin,216,44275.86
2021,202107,LONDON,Duloxetine hydrochloride,23980,82153.56
2021,202107,LONDON,Escitalopram,16292,36143.44
2021,202107,LONDON,Fluoxetine hydrochloride,58344,212089.18
2021,202107,LONDON,Flupentixol hydrochloride,903,2431.59
2021,202107,LONDON,Fluvoxamine maleate,337,8291.29
2021,202107,LONDON,Imipramine hydrochloride,1004,16027.47
2021,202107,LONDON,Isocarboxazid,26,5569.23
2021,202107,LONDON,Lofepramine hydrochloride,1297,20733.55
2021,202107,LONDON,Mianserin hydrochloride,4,108.57
2021,202107,LONDON,Mirtazapine,108579,175797.38
2021,202107,LONDON,Moclobemide,103,3172.73
2021,202107,LONDON,Nortriptyline,7594,24278.77
2021,202107,LONDON,Oxitriptan,2,87.0
2021,202107,LONDON,Paroxetine hydrochloride,12989,39099.99
2021,202107,LONDON,Phenelzine sulfate,39,27026.19
2021,202107,LONDON,Reboxetine,177,3224.73
2021,202107,LONDON,Sertraline hydrochloride,191306,664898.17
2021,202107,LONDON,Tranylcypromine sulfate,78,90586.35
2021,202107,LONDON,Trazodone hydrochloride,6023,25594.53
2021,202107,LONDON,Trimipramine maleate,338,141984.54
2021,202107,LONDON,Tryptophan,15,1812.8
2021,202107,LONDON,Venlafaxine,44405,277160.0
2021,202107,LONDON,Vortioxetine,2235,59487.12
2021,202107,MIDLANDS,Agomelatine,321,11946.41
2021,202107,MIDLANDS,Amitriptyline hydrochloride,244864,476497.95
2021,202107,MIDLANDS,Citalopram hydrobromide,231100,272661.43
2021,202107,MIDLANDS,Citalopram hydrochloride,1214,16365.26
2021,202107,MIDLANDS,Clomipramine hydrochloride,3328,28258.21
2021,202107,MIDLANDS,Dosulepin hydrochloride,7396,94126.03
2021,202107,MIDLANDS,Doxepin,289,54585.2
2021,202107,MIDLANDS,Duloxetine hydrochloride,51363,197459.59
2021,202107,MIDLANDS,Escitalopram,22973,42500.04
2021,202107,MIDLANDS,Fluoxetine hydrochloride,116658,365029.22
2021,202107,MIDLANDS,Flupentixol hydrochloride,2468,7604.93
2021,202107,MIDLANDS,Fluvoxamine maleate,427,7823.5
2021,202107,MIDLANDS,Imipramine hydrochloride,2202,37041.31
2021,202107,MIDLANDS,Isocarboxazid,29,8678.48
2021,202107,MIDLANDS,Lofepramine hydrochloride,2822,50937.02
2021,202107,MIDLANDS,Mianserin hydrochloride,16,1349.38
2021,202107,MIDLANDS,Mirtazapine,161178,291867.06
2021,202107,MIDLANDS,Moclobemide,111,4001.79
2021,202107,MIDLANDS,Nortriptyline,10704,49716.61
2021,202107,MIDLANDS,Oxitriptan,1,20.3
2021,202107,MIDLANDS,Paroxetine hydrochloride,20478,64298.48
2021,202107,MIDLANDS,Phenelzine sulfate,43,13092.23
2021,202107,MIDLANDS,Reboxetine,291,5521.76
2021,202107,MIDLANDS,Sertraline hydrochloride,324387,1106622.46
2021,202107,MIDLANDS,Tranylcypromine sulfate,68,70461.96
2021,202107,MIDLANDS,Trazodone hydrochloride,12131,52127.32
2021,202107,MIDLANDS,Trimipramine maleate,269,110377.1
2021,202107,MIDLANDS,Tryptophan,25,3052.25
2021,202107,MIDLANDS,Venlafaxine,81341,530440.46
2021,202107,MIDLANDS,Vortioxetine,4211,99435.6
2021,202107,NORTH EAST AND YORKSHIRE,Agomelatine,387,8965.87
2021,202107,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,278628,506777.89
2021,202107,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,228359,251474.8
2021,202107,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,915,12218.73
2021,202107,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3732,26383.81
2021,202107,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,6472,71636.18
2021,202107,NORTH EAST AND YORKSHIRE,Doxepin,381,76186.81
2021,202107,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,64910,211333.55
2021,202107,NORTH EAST AND YORKSHIRE,Escitalopram,20053,35175.0
2021,202107,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,153211,384425.77
2021,202107,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2507,6364.24
2021,202107,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,390,6805.05
2021,202107,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,2040,29596.5
2021,202107,NORTH EAST AND YORKSHIRE,Isocarboxazid,9,3549.68
2021,202107,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3357,52049.35
2021,202107,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,10,527.65
2021,202107,NORTH EAST AND YORKSHIRE,Mirtazapine,205014,313374.13
2021,202107,NORTH EAST AND YORKSHIRE,Moclobemide,124,4049.24
2021,202107,NORTH EAST AND YORKSHIRE,Nortriptyline,11629,39865.28
2021,202107,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,21074,55698.56
2021,202107,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,40,13012.88
2021,202107,NORTH EAST AND YORKSHIRE,Reboxetine,480,6756.07
2021,202107,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,367206,1137064.32
2021,202107,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,48,47134.42
2021,202107,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,39774,113686.61
2021,202107,NORTH EAST AND YORKSHIRE,Trimipramine maleate,289,98552.11
2021,202107,NORTH EAST AND YORKSHIRE,Tryptophan,28,1930.55
2021,202107,NORTH EAST AND YORKSHIRE,Venlafaxine,77248,423397.94
2021,202107,NORTH EAST AND YORKSHIRE,Vortioxetine,3505,64620.27
2021,202107,NORTH WEST,Agomelatine,126,4211.45
2021,202107,NORTH WEST,Amitriptyline hydrochloride,169413,330902.26
2021,202107,NORTH WEST,Citalopram hydrobromide,159102,179954.63
2021,202107,NORTH WEST,Citalopram hydrochloride,837,11014.38
2021,202107,NORTH WEST,Clomipramine hydrochloride,3093,24567.81
2021,202107,NORTH WEST,Dosulepin hydrochloride,5536,70400.9
2021,202107,NORTH WEST,Doxepin,222,48066.87
2021,202107,NORTH WEST,Duloxetine hydrochloride,44664,164605.42
2021,202107,NORTH WEST,Escitalopram,17126,32027.55
2021,202107,NORTH WEST,Fluoxetine hydrochloride,88906,264448.66
2021,202107,NORTH WEST,Flupentixol hydrochloride,1467,4349.43
2021,202107,NORTH WEST,Fluvoxamine maleate,264,5206.61
2021,202107,NORTH WEST,Imipramine hydrochloride,1131,18245.74
2021,202107,NORTH WEST,Isocarboxazid,4,3238.3
2021,202107,NORTH WEST,Lofepramine hydrochloride,1369,24567.97
2021,202107,NORTH WEST,Mianserin hydrochloride,4,137.82
2021,202107,NORTH WEST,Mirtazapine,165868,274645.33
2021,202107,NORTH WEST,Moclobemide,103,3186.92
2021,202107,NORTH WEST,Nortriptyline,11288,49244.57
2021,202107,NORTH WEST,Paroxetine hydrochloride,17050,48979.32
2021,202107,NORTH WEST,Phenelzine sulfate,31,15193.87
2021,202107,NORTH WEST,Reboxetine,307,5050.93
2021,202107,NORTH WEST,Sertraline hydrochloride,273296,867898.73
2021,202107,NORTH WEST,Tranylcypromine sulfate,15,26129.49
2021,202107,NORTH WEST,Trazodone hydrochloride,16128,77566.66
2021,202107,NORTH WEST,Trimipramine maleate,174,65225.59
2021,202107,NORTH WEST,Tryptophan,8,1730.76
2021,202107,NORTH WEST,Venlafaxine,71362,445505.05
2021,202107,NORTH WEST,Vortioxetine,3071,65762.73
2021,202107,SOUTH EAST,Agomelatine,586,18299.03
2021,202107,SOUTH EAST,Amitriptyline hydrochloride,151725,333623.51
2021,202107,SOUTH EAST,Citalopram hydrobromide,161304,207784.48
2021,202107,SOUTH EAST,Citalopram hydrochloride,983,13869.03
2021,202107,SOUTH EAST,Clomipramine hydrochloride,2543,22945.79
2021,202107,SOUTH EAST,Dosulepin hydrochloride,5251,67324.32
2021,202107,SOUTH EAST,Doxepin,195,47677.55
2021,202107,SOUTH EAST,Duloxetine hydrochloride,34678,145273.54
2021,202107,SOUTH EAST,Escitalopram,25915,52061.79
2021,202107,SOUTH EAST,Fluoxetine hydrochloride,75396,275661.28
2021,202107,SOUTH EAST,Flupentixol hydrochloride,1223,3777.31
2021,202107,SOUTH EAST,Fluvoxamine maleate,319,7172.66
2021,202107,SOUTH EAST,Imipramine hydrochloride,1730,27174.9
2021,202107,SOUTH EAST,Isocarboxazid,15,6952.56
2021,202107,SOUTH EAST,Lofepramine hydrochloride,1248,23409.06
2021,202107,SOUTH EAST,Mianserin hydrochloride,10,536.51
2021,202107,SOUTH EAST,Mirtazapine,117762,218723.77
2021,202107,SOUTH EAST,Moclobemide,113,4044.67
2021,202107,SOUTH EAST,Nortriptyline,9105,38956.13
2021,202107,SOUTH EAST,Paroxetine hydrochloride,13529,46553.98
2021,202107,SOUTH EAST,Phenelzine sulfate,87,58550.98
2021,202107,SOUTH EAST,Reboxetine,232,4502.78
2021,202107,SOUTH EAST,Sertraline hydrochloride,222954,841291.4
2021,202107,SOUTH EAST,Tranylcypromine sulfate,130,127664.63
2021,202107,SOUTH EAST,Trazodone hydrochloride,13657,62503.07
2021,202107,SOUTH EAST,Trimipramine maleate,361,141874.67
2021,202107,SOUTH EAST,Tryptophan,3,370.59
2021,202107,SOUTH EAST,Venlafaxine,60242,449929.35
2021,202107,SOUTH EAST,Vortioxetine,4823,118242.63
2021,202107,SOUTH WEST,Agomelatine,239,7847.23
2021,202107,SOUTH WEST,Amitriptyline hydrochloride,138734,287355.48
2021,202107,SOUTH WEST,Citalopram hydrobromide,125636,153252.0
2021,202107,SOUTH WEST,Citalopram hydrochloride,593,8300.28
2021,202107,SOUTH WEST,Clomipramine hydrochloride,1861,15054.21
2021,202107,SOUTH WEST,Dosulepin hydrochloride,3738,44832.17
2021,202107,SOUTH WEST,Doxepin,226,41471.0
2021,202107,SOUTH WEST,Duloxetine hydrochloride,26748,99924.58
2021,202107,SOUTH WEST,Escitalopram,13029,24709.77
2021,202107,SOUTH WEST,Fluoxetine hydrochloride,55117,166158.13
2021,202107,SOUTH WEST,Flupentixol hydrochloride,1099,3277.23
2021,202107,SOUTH WEST,Fluvoxamine maleate,184,4237.94
2021,202107,SOUTH WEST,Imipramine hydrochloride,1198,15766.32
2021,202107,SOUTH WEST,Isocarboxazid,41,10150.89
2021,202107,SOUTH WEST,Lofepramine hydrochloride,1423,24953.22
2021,202107,SOUTH WEST,Mianserin hydrochloride,12,868.41
2021,202107,SOUTH WEST,Mirtazapine,99798,173149.44
2021,202107,SOUTH WEST,Moclobemide,90,2777.68
2021,202107,SOUTH WEST,Nortriptyline,5408,21408.76
2021,202107,SOUTH WEST,Paroxetine hydrochloride,10361,33942.1
2021,202107,SOUTH WEST,Phenelzine sulfate,41,16738.1
2021,202107,SOUTH WEST,Reboxetine,269,4341.65
2021,202107,SOUTH WEST,Sertraline hydrochloride,159248,556600.48
2021,202107,SOUTH WEST,Tranylcypromine sulfate,60,93808.44
2021,202107,SOUTH WEST,Trazodone hydrochloride,9188,35032.73
2021,202107,SOUTH WEST,Trimipramine maleate,157,63251.48
2021,202107,SOUTH WEST,Tryptophan,5,154.0
2021,202107,SOUTH WEST,Venlafaxine,49217,301980.34
2021,202107,SOUTH WEST,Vortioxetine,1166,29167.38
2021,202108,EAST OF ENGLAND,Agomelatine,162,5109.06
2021,202108,EAST OF ENGLAND,Amitriptyline hydrochloride,150723,281789.21
2021,202108,EAST OF ENGLAND,Citalopram hydrobromide,157992,173381.14
2021,202108,EAST OF ENGLAND,Citalopram hydrochloride,747,10025.83
2021,202108,EAST OF ENGLAND,Clomipramine hydrochloride,2743,18564.93
2021,202108,EAST OF ENGLAND,Dosulepin hydrochloride,4536,51107.06
2021,202108,EAST OF ENGLAND,Doxepin,185,37456.89
2021,202108,EAST OF ENGLAND,Duloxetine hydrochloride,25941,93659.42
2021,202108,EAST OF ENGLAND,Escitalopram,13806,25451.67
2021,202108,EAST OF ENGLAND,Fluoxetine hydrochloride,65075,215242.95
2021,202108,EAST OF ENGLAND,Flupentixol hydrochloride,1664,4730.87
2021,202108,EAST OF ENGLAND,Fluvoxamine maleate,238,4697.92
2021,202108,EAST OF ENGLAND,Imipramine hydrochloride,1149,17947.62
2021,202108,EAST OF ENGLAND,Isocarboxazid,19,7117.14
2021,202108,EAST OF ENGLAND,Lofepramine hydrochloride,1276,20930.85
2021,202108,EAST OF ENGLAND,Mianserin hydrochloride,8,334.98
2021,202108,EAST OF ENGLAND,Mirtazapine,90410,154591.9
2021,202108,EAST OF ENGLAND,Moclobemide,68,2487.5
2021,202108,EAST OF ENGLAND,Nortriptyline,7677,31139.34
2021,202108,EAST OF ENGLAND,Paroxetine hydrochloride,13193,40218.62
2021,202108,EAST OF ENGLAND,Phenelzine sulfate,75,46845.43
2021,202108,EAST OF ENGLAND,Reboxetine,201,3874.86
2021,202108,EAST OF ENGLAND,Sertraline hydrochloride,180187,580202.91
2021,202108,EAST OF ENGLAND,Tranylcypromine sulfate,35,27836.25
2021,202108,EAST OF ENGLAND,Trazodone hydrochloride,7349,34457.53
2021,202108,EAST OF ENGLAND,Trimipramine maleate,189,74828.06
2021,202108,EAST OF ENGLAND,Tryptophan,5,927.93
2021,202108,EAST OF ENGLAND,Venlafaxine,58518,335950.46
2021,202108,EAST OF ENGLAND,Vortioxetine,2441,58047.66
2021,202108,LONDON,Agomelatine,410,11720.16
2021,202108,LONDON,Amitriptyline hydrochloride,115197,205561.12
2021,202108,LONDON,Citalopram hydrobromide,122924,145586.15
2021,202108,LONDON,Citalopram hydrochloride,465,6629.59
2021,202108,LONDON,Clomipramine hydrochloride,1793,15172.31
2021,202108,LONDON,Dosulepin hydrochloride,3271,41397.1
2021,202108,LONDON,Doxepin,193,39572.88
2021,202108,LONDON,Duloxetine hydrochloride,23173,79666.73
2021,202108,LONDON,Escitalopram,15447,33767.36
2021,202108,LONDON,Fluoxetine hydrochloride,55527,193875.79
2021,202108,LONDON,Flupentixol hydrochloride,837,2289.23
2021,202108,LONDON,Fluvoxamine maleate,263,5812.97
2021,202108,LONDON,Imipramine hydrochloride,919,13320.38
2021,202108,LONDON,Isocarboxazid,17,4946.45
2021,202108,LONDON,Lofepramine hydrochloride,1219,18863.13
2021,202108,LONDON,Mianserin hydrochloride,5,136.93
2021,202108,LONDON,Mirtazapine,104506,167207.79
2021,202108,LONDON,Moclobemide,94,3839.22
2021,202108,LONDON,Nefazodone hydrochloride,1,630.0
2021,202108,LONDON,Nortriptyline,7064,25308.27
2021,202108,LONDON,Oxitriptan,3,46.88
2021,202108,LONDON,Paroxetine hydrochloride,12149,36850.39
2021,202108,LONDON,Phenelzine sulfate,40,22795.48
2021,202108,LONDON,Reboxetine,153,2692.41
2021,202108,LONDON,Sertraline hydrochloride,183253,629751.03
2021,202108,LONDON,Tranylcypromine sulfate,66,88659.84
2021,202108,LONDON,Trazodone hydrochloride,5429,24140.83
2021,202108,LONDON,Trimipramine maleate,276,113184.14
2021,202108,LONDON,Tryptophan,7,1108.8
2021,202108,LONDON,Venlafaxine,42410,265242.79
2021,202108,LONDON,Vortioxetine,2218,57892.23
2021,202108,MIDLANDS,Agomelatine,278,9384.18
2021,202108,MIDLANDS,Amitriptyline hydrochloride,234341,455910.91
2021,202108,MIDLANDS,Citalopram hydrobromide,220413,259227.07
2021,202108,MIDLANDS,Citalopram hydrochloride,1165,15856.37
2021,202108,MIDLANDS,Clomipramine hydrochloride,3261,27787.29
2021,202108,MIDLANDS,Dosulepin hydrochloride,6962,88166.28
2021,202108,MIDLANDS,Doxepin,286,51838.43
2021,202108,MIDLANDS,Duloxetine hydrochloride,49922,191190.39
2021,202108,MIDLANDS,Escitalopram,22269,41461.64
2021,202108,MIDLANDS,Fluoxetine hydrochloride,110573,333377.4
2021,202108,MIDLANDS,Flupentixol hydrochloride,2410,7271.63
2021,202108,MIDLANDS,Fluvoxamine maleate,432,7870.79
2021,202108,MIDLANDS,Imipramine hydrochloride,2097,34126.45
2021,202108,MIDLANDS,Isocarboxazid,25,9430.22
2021,202108,MIDLANDS,Lofepramine hydrochloride,2710,48635.67
2021,202108,MIDLANDS,Mianserin hydrochloride,8,691.65
2021,202108,MIDLANDS,Mirtazapine,155289,277356.74
2021,202108,MIDLANDS,Moclobemide,121,4648.8
2021,202108,MIDLANDS,Nortriptyline,10323,45055.87
2021,202108,MIDLANDS,Paroxetine hydrochloride,19530,60949.9
2021,202108,MIDLANDS,Phenelzine sulfate,47,11228.62
2021,202108,MIDLANDS,Reboxetine,273,4906.83
2021,202108,MIDLANDS,Sertraline hydrochloride,310913,1052424.37
2021,202108,MIDLANDS,Tranylcypromine sulfate,59,74155.47
2021,202108,MIDLANDS,Trazodone hydrochloride,11537,50883.99
2021,202108,MIDLANDS,Trimipramine maleate,246,98823.08
2021,202108,MIDLANDS,Tryptophan,19,1561.32
2021,202108,MIDLANDS,Venlafaxine,77963,503915.03
2021,202108,MIDLANDS,Vortioxetine,3914,91919.52
2021,202108,NORTH EAST AND YORKSHIRE,Agomelatine,399,8326.92
2021,202108,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,269177,486562.29
2021,202108,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,220147,241874.31
2021,202108,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,876,11718.2
2021,202108,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3648,26302.43
2021,202108,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,6315,69825.45
2021,202108,NORTH EAST AND YORKSHIRE,Doxepin,373,77173.94
2021,202108,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,63541,205767.59
2021,202108,NORTH EAST AND YORKSHIRE,Escitalopram,19432,33994.52
2021,202108,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,146476,355754.95
2021,202108,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2353,5818.95
2021,202108,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,380,7194.89
2021,202108,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1978,28752.48
2021,202108,NORTH EAST AND YORKSHIRE,Isocarboxazid,7,2366.45
2021,202108,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3213,50627.94
2021,202108,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,16,601.49
2021,202108,NORTH EAST AND YORKSHIRE,Mirtazapine,199519,304576.57
2021,202108,NORTH EAST AND YORKSHIRE,Moclobemide,123,4511.15
2021,202108,NORTH EAST AND YORKSHIRE,Nortriptyline,11275,37015.6
2021,202108,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,20430,54359.18
2021,202108,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,56,20661.74
2021,202108,NORTH EAST AND YORKSHIRE,Reboxetine,465,6590.25
2021,202108,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,352989,1088889.32
2021,202108,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,45,55773.21
2021,202108,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,38762,109628.16
2021,202108,NORTH EAST AND YORKSHIRE,Trimipramine maleate,316,88964.84
2021,202108,NORTH EAST AND YORKSHIRE,Tryptophan,12,788.66
2021,202108,NORTH EAST AND YORKSHIRE,Venlafaxine,75508,411407.06
2021,202108,NORTH EAST AND YORKSHIRE,Vortioxetine,3491,63599.58
2021,202108,NORTH WEST,Agomelatine,157,3875.04
2021,202108,NORTH WEST,Amitriptyline hydrochloride,162190,314277.87
2021,202108,NORTH WEST,Citalopram hydrobromide,152109,171954.39
2021,202108,NORTH WEST,Citalopram hydrochloride,806,10647.33
2021,202108,NORTH WEST,Clomipramine hydrochloride,2915,23147.02
2021,202108,NORTH WEST,Dosulepin hydrochloride,5317,68268.65
2021,202108,NORTH WEST,Doxepin,195,41926.98
2021,202108,NORTH WEST,Duloxetine hydrochloride,42874,157784.28
2021,202108,NORTH WEST,Escitalopram,16333,30004.02
2021,202108,NORTH WEST,Fluoxetine hydrochloride,84384,237102.19
2021,202108,NORTH WEST,Flupentixol hydrochloride,1476,4331.27
2021,202108,NORTH WEST,Fluvoxamine maleate,246,4627.93
2021,202108,NORTH WEST,Imipramine hydrochloride,1072,16925.89
2021,202108,NORTH WEST,Isocarboxazid,2,747.3
2021,202108,NORTH WEST,Lofepramine hydrochloride,1426,25469.32
2021,202108,NORTH WEST,Mianserin hydrochloride,5,136.93
2021,202108,NORTH WEST,Mirtazapine,159736,262710.48
2021,202108,NORTH WEST,Moclobemide,75,2228.83
2021,202108,NORTH WEST,Nortriptyline,10908,46166.54
2021,202108,NORTH WEST,Paroxetine hydrochloride,16350,47422.18
2021,202108,NORTH WEST,Phenelzine sulfate,36,20079.83
2021,202108,NORTH WEST,Reboxetine,288,4736.48
2021,202108,NORTH WEST,Sertraline hydrochloride,262645,835735.18
2021,202108,NORTH WEST,Tranylcypromine sulfate,23,38507.65
2021,202108,NORTH WEST,Trazodone hydrochloride,15481,74434.91
2021,202108,NORTH WEST,Trimipramine maleate,166,63982.38
2021,202108,NORTH WEST,Tryptophan,7,1194.38
2021,202108,NORTH WEST,Venlafaxine,68584,422010.19
2021,202108,NORTH WEST,Vortioxetine,3060,62222.49
2021,202108,SOUTH EAST,Agomelatine,596,17581.71
2021,202108,SOUTH EAST,Amitriptyline hydrochloride,143414,319136.28
2021,202108,SOUTH EAST,Citalopram hydrobromide,151829,195651.06
2021,202108,SOUTH EAST,Citalopram hydrochloride,931,12924.54
2021,202108,SOUTH EAST,Clomipramine hydrochloride,2440,21169.94
2021,202108,SOUTH EAST,Dosulepin hydrochloride,4941,62540.96
2021,202108,SOUTH EAST,Doxepin,183,44823.51
2021,202108,SOUTH EAST,Duloxetine hydrochloride,32894,137406.77
2021,202108,SOUTH EAST,Escitalopram,24444,49521.18
2021,202108,SOUTH EAST,Fluoxetine hydrochloride,70859,249452.02
2021,202108,SOUTH EAST,Flupentixol hydrochloride,1178,3747.98
2021,202108,SOUTH EAST,Fluvoxamine maleate,285,6728.73
2021,202108,SOUTH EAST,Imipramine hydrochloride,1558,25477.62
2021,202108,SOUTH EAST,Isocarboxazid,16,8998.74
2021,202108,SOUTH EAST,Lofepramine hydrochloride,1231,23789.64
2021,202108,SOUTH EAST,Mianserin hydrochloride,10,373.38
2021,202108,SOUTH EAST,Mirtazapine,111725,208667.4
2021,202108,SOUTH EAST,Moclobemide,109,5093.58
2021,202108,SOUTH EAST,Nortriptyline,8683,39472.72
2021,202108,SOUTH EAST,Oxitriptan,2,752.4
2021,202108,SOUTH EAST,Paroxetine hydrochloride,13087,45113.22
2021,202108,SOUTH EAST,Phenelzine sulfate,76,37152.29
2021,202108,SOUTH EAST,Reboxetine,254,5041.44
2021,202108,SOUTH EAST,Sertraline hydrochloride,211090,797144.22
2021,202108,SOUTH EAST,Tranylcypromine sulfate,115,132201.16
2021,202108,SOUTH EAST,Trazodone hydrochloride,13026,58329.6
2021,202108,SOUTH EAST,Trimipramine maleate,343,143700.26
2021,202108,SOUTH EAST,Tryptophan,5,752.51
2021,202108,SOUTH EAST,Venlafaxine,56900,423786.62
2021,202108,SOUTH EAST,Vortioxetine,4426,109001.97
2021,202108,SOUTH WEST,Agomelatine,206,5789.88
2021,202108,SOUTH WEST,Amitriptyline hydrochloride,132313,273052.42
2021,202108,SOUTH WEST,Citalopram hydrobromide,119554,145427.24
2021,202108,SOUTH WEST,Citalopram hydrochloride,540,7176.75
2021,202108,SOUTH WEST,Clomipramine hydrochloride,1797,15033.48
